feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,delta_30s_0,delta_30s_1,delta_30s_2,delta_30s_3,delta_30s_4,delta_30s_5,delta_30s_6,delta_60s_0,delta_60s_1,delta_60s_2,delta_60s_3,delta_60s_4,delta_60s_5,delta_60s_6,downstream_affected,label
44.4769,25.7696,0.0741,0.6646,0.0808,4044.8891,1333.8102,3.3791,-3.8085,0.0173,-0.1082,-0.0141,26.9876,79.6261,4.0126,-5.6646,-0.0253,0.3033,0.1046,1332.5436,-497.7954,0,cost
67.775,43.9452,0.0993,0.612,0.1005,1150.6629,4455.2894,18.5434,11.3574,0.0565,-0.0554,-0.0306,139.4558,-242.544,12.829,-7.2571,0.013,0.173,-0.0863,-51.0158,181.1094,0,cost
81.2365,78.3515,0.2385,0.7529,0.5315,5294.6335,4427.43,-4.9287,-11.2951,-0.0105,-0.0053,-0.1093,611.9627,-650.6426,-37.3433,-32.0616,0.0125,-0.2105,0.0863,-244.2708,-1631.9125,0,resource
25.9663,26.2028,0.514,3.9413,0.8109,719.2589,568.356,3.081,-3.9912,-0.0761,-0.517,0.3612,41.4551,-92.5828,6.7835,-6.1159,0.0919,-0.715,-0.2135,58.3929,-10.5695,1,network
55.5231,70.3593,0.533,1.4949,1.4209,3337.1517,4080.9085,-2.6488,15.9369,0.1122,0.1072,0.3429,-401.2381,-158.5994,17.8908,-10.4226,-0.1526,0.1238,0.5988,336.511,148.9197,0,timing
29.8291,27.7528,0.1687,3.4385,1.219,3467.092,2848.6979,3.4004,4.6709,-0.0078,0.7361,0.2482,-813.323,781.0009,-0.6158,8.9022,0.0582,-1.3516,0.4989,517.4578,-266.7736,0,timing
83.1733,83.918,0.0894,1.5489,0,6586.017,8931.6788,21.4256,18.4706,0.0297,0.046,-0.0404,-818.2807,1439.4118,2.0894,40.5628,-0.0136,0.6565,0.1751,-2973.0266,-97.7308,0,resource
14.4582,15.9094,0.0192,0.0865,0,5349.6465,4015.4931,0.0257,-0.0005,-0.019,0.0044,0.0042,-0.0044,-0.0102,0.0153,0.0539,0.0449,0.0417,0.0051,0.0184,-0.0244,0,normal
31.7689,31.1404,0.7299,1.7697,1.0188,5915.4662,2895.6103,8.9377,3.5739,0.0471,-0.3818,0.1764,-51.4495,830.6763,-8.2235,-12.4086,0.3012,0.7074,0.2782,1725.7626,-770.5314,0,timing
59.2211,44.0682,0.1014,0.7556,0.1863,5068.6368,3267.1108,-2.3676,0.1833,-0.0383,0.132,-0.1037,-1492.6394,379.8727,-14.0654,18.0585,0.0147,-0.1517,0.0439,-2524.0387,-1163.9305,0,cost
86.7364,80.3657,0,1.1533,0.5366,5982.0429,6785.3173,5.9594,-10.3296,0.0352,-0.2185,-0.1514,921.4224,1487.0878,-1.3137,23.6652,-0.0579,0.4978,0.0662,-2220.9987,-1958.2601,0,resource
27.5921,30.6975,0.3793,3.5294,0.099,137.2813,508.7078,2.5141,-1.0857,-0.008,1.0704,0.07,-24.0306,150.5837,0.1161,0.2597,-0.1204,-0.434,-0.0103,-7.8115,-11.4721,0,network
40.772,31.1149,0.8022,0,1.3848,3364.5291,3790.8192,5.8549,5.0813,0.2534,-0.0155,-0.2124,748.773,-914.6277,16.3715,12.3429,0.3664,0.0859,0.186,500.9558,-1230.1481,0,timing
30.7388,30.8131,0.6605,2.5619,2.1125,4176.1868,3431.0772,-1.0391,7.7459,0.1091,-0.4748,-0.5623,-906.6493,205.5869,-6.6194,-4.3637,-0.3261,1.0007,0.0524,-1791.1267,-375.968,0,timing
41.6503,24.0434,0.5271,0.5984,1.3078,4911.3393,5410.9545,-7.0795,-1.1247,-0.1284,0.0403,-0.0599,1314.8059,-1370.4085,-6.9682,-3.7835,0.1307,-0.121,0.0747,-250.0583,-627.8747,0,pod_crash
101.5312,79.0602,0.1562,0.9543,0.1006,6369.0416,5549.7822,12.7426,6.4727,-0.0215,0.1026,0.0309,-127.8208,-1029.7584,-41.0878,-0.489,-0.1112,0.4013,0.0831,-2010.9458,-2089.1667,0,resource
84.327,83.3049,0.2042,0.9715,0.5312,6029.3195,1836.8369,3.3725,-0.645,0.0412,-0.1619,0.0534,127.082,431.6264,-15.1842,-12.1612,0.0554,0.2508,-0.2235,-1875.0899,445.4766,0,resource
20.0704,15.9802,0.0178,0.1098,0,3922.9634,3356.4026,0.0096,-0.0141,-0.003,0.0241,0.0013,0.0123,-0.0036,0.0136,-0.0168,0.0234,0.0491,0.031,-0.0223,0.0184,0,normal
78.1903,53.0387,0.1933,0.5433,0.6381,8438.3033,4903.8218,-12.5059,-7.3682,0.0436,0.1228,-0.0225,811.9607,6.7209,8.6577,-9.9432,-0.0893,-0.0722,0.1791,-4040.1755,753.8371,0,resource
16.6606,19.3197,0.4423,2.5883,0.4404,325.5857,147.4519,2.9628,-2.8943,-0.1122,0.2386,-0.0265,-50.6562,6.2982,-1.5349,8.8547,0.1598,-0.6756,-0.1858,-99.976,23.7666,0,network
21.7346,19.9107,0.0221,0.0513,0,5240.3523,4580.6152,0.0139,-0.0023,0.0169,0.0096,-0.0112,-0.0302,0.0113,-0.0144,0.0028,0.0326,-0.029,0.0745,0.0133,0.003,0,normal
17.368,26.5624,0.4051,0.7173,1.5069,4910.7657,115.2969,4.058,-5.0838,0.0517,-0.1313,-0.0712,1293.5748,31.7918,0.8596,-11.0701,0.1682,-0.0963,-0.1679,-1130.1617,-0.7612,0,pod_crash
53.1658,43.9373,0.1068,0.0601,0.1302,1949.0936,2419.3842,-10.7638,8.343,-0.0856,0.0424,0.1564,-1.5545,676.1382,17.5466,7.1751,0.051,-0.1103,-0.0167,-404.9873,161.8045,0,cost
20.3904,25.9559,0.482,3.917,0.0649,1134.5696,90.1009,-2.4283,-0.3206,0.0838,-0.3977,-0.0562,313.8069,14.9868,-9.862,-8.9162,0.127,-0.1659,-0.0133,293.1587,31.5732,0,network
99.2942,88.768,0.0746,1.6913,0.6249,6330.1269,6987.7177,18.2561,22.5478,-0.1292,0.4879,-0.1437,-864.4274,1530.6025,5.3562,-0.7192,0.1157,0.4466,0.3954,-2880.1071,-2551.9684,0,resource
94.5582,72.1941,0.1945,1.8575,0.6633,2243.8028,6784.472,12.0377,2.5059,-0.0658,-0.2198,0.1348,-287.4791,-917.4327,-11.0534,-8.7118,0.0135,0.9061,0.1628,530.7916,-2375.7706,0,resource
20.6112,32.0698,0.4842,0.6083,1.5073,5484.7716,4115.5662,-1.3498,-7.8693,-0.09,-0.1504,-0.0828,-968.4694,938.917,2.5902,-6.3296,0.0231,0.0987,-0.0109,-927.2343,1974.327,0,pod_crash
83.9073,92.6983,0.1973,2.0455,0.7642,3066.2453,7270.7155,-0.4317,-16.5321,0.0999,-0.2294,0.0954,182.6634,1120.9012,30.7506,-14.1491,0.0189,-0.858,-0.104,-653.8918,-2770.858,0,resource
78.7596,71.7978,0.2679,1.9711,1.0341,6731.2799,6836.3701,23.1943,-18.8403,-0.0364,0.3853,-0.0566,-1283.9793,1359.6751,-23.8859,30.2578,0.1351,0.2795,-0.3233,-2685.5904,-2848.4438,0,resource
30.5014,43.9114,0.1576,0.2874,1.0872,3249.3614,4110.0187,-7.6513,5.6797,0.0586,-0.1076,0.1721,-766.9297,-693.9236,2.597,10.6754,0.0304,0.0583,-0.7211,302.2887,-1848.0282,0,pod_crash
81.3751,68.7613,0.2579,0.8843,0.5103,5876.1152,6408.0829,-20.3729,7.2395,0.049,-0.0345,-0.0738,-685.0609,734.122,39.2552,21.0342,0.1863,-0.0415,-0.1759,-1732.0038,1860.2364,0,resource
33.1293,34.6457,0.621,2.1811,1.1562,3319.8462,3974.969,2.5309,-2.0524,0.0597,0.0362,-0.003,274.232,-732.0677,-2.648,13.2004,0.197,-0.9473,-0.5745,1633.6619,283.35,0,timing
38.8707,36.4368,0.4907,1.0527,2.9858,3674.9333,2605.2358,6.783,3.0984,0.0193,0.1912,0.7329,597.1503,-266.9352,6.9023,-12.2784,-0.3329,-0.0383,0.5869,-692.5248,1253.7201,0,timing
18.9041,37.1757,0.5445,2.5114,0.8868,3390.4938,2998.9018,0.741,8.1729,-0.0498,0.3867,-0.06,444.0187,-309.4052,9.152,-10.2459,-0.2436,0.398,0.2747,1087.656,-969.3613,0,timing
25.3365,25.1273,0.4663,0.5843,0,4921.4802,4126.8617,7.1596,3.2779,-0.0148,-0.1863,-0.0172,838.6005,43.0737,7.9114,6.3135,-0.1362,-0.1303,0.1204,834.9665,-1986.4339,0,pod_crash
14.7168,17.8959,0.0167,0.0769,0,2882.0556,3562.6163,-0.0128,-0.0235,0.0006,-0.0017,-0.0089,0.0092,0.0263,0.0365,0.008,0.0437,-0.0172,0.0453,0.0026,0.0176,0,normal
49.1019,36.2304,0.1052,0.4412,0,2658.8021,2155.2611,-6.5539,0.1594,-0.0437,-0.0345,-0.0153,452.1231,449.3418,-13.3403,5.1915,-0.0494,-0.0543,0.0436,724.4643,896.303,0,cost
31.9763,26.427,0.1569,4.0393,0.704,226.8228,534.2068,-8.0664,7.7321,-0.0157,-0.696,-0.052,54.3504,-138.0735,13.68,7.0443,-0.1541,-0.7111,0.1777,21.6523,-127.704,1,network
9.0344,30.4046,0.362,5.8993,0.0466,713.9731,344.3167,-1.108,3.2654,0.0204,1.2954,0.0281,86.597,-10.9748,1.9527,11.3492,0.0516,1.0516,-0.0398,114.493,-114.5806,1,network
22.1163,23.9244,0.3033,2.8728,0.3263,556.7125,600.0185,5.45,7.0272,0.0124,-0.6912,0.0603,162.743,-13.4554,8.933,-5.708,-0.3059,0.1638,-0.1157,31.6086,-86.0117,0,network
79.6735,84.3622,0.2454,1.5425,0.2823,6277.8421,7109.7122,-7.138,10.3519,0.0896,-0.0131,0.072,1094.2884,1753.122,-9.6985,-37.1422,0.0855,0.3988,-0.1005,-956.2287,-2831.8936,0,resource
20.023,46.0072,0.2669,2.5006,1.9819,4219.2376,3460.7972,0.8384,-3.0965,-0.0443,-0.1397,0.4459,423.818,504.4164,6.2806,-6.6319,-0.0549,-0.5297,-0.0129,26.5724,1686.2772,0,timing
74.8847,95.7984,0.1577,0.8219,0.4882,5695.1419,6558.7525,17.1705,-1.9124,0.0315,-0.0397,-0.1122,143.4144,-1092.8131,-33.2118,1.4578,0.1262,0.1483,-0.1817,532.4149,1520.6726,0,resource
28.8386,15.4007,0.3134,0.6417,2.4244,5603.9953,7402.3402,-4.8405,3.7291,0.1606,-0.0239,0.1676,1424.7469,-1948.1939,-0.8859,-4.6453,0.0112,-0.3079,0.7224,-735.3193,-1969.3649,1,pod_crash
44.8767,62.0208,0.5279,0,1.2388,3832.1818,3288.7492,-12.4088,-11.7811,0.079,-0.0214,0.2673,-93.054,-186.7618,17.7662,3.9071,-0.1681,0.0448,0.2477,1751.73,931.2784,0,timing
37.3881,31.9486,0.1795,2.2616,2.1254,5513.2657,5454.6431,-11.0745,-5.4181,-0.0616,0.1819,0.263,268.4076,-650.3222,-17.8218,-0.6624,0.0228,0.3604,-0.2063,-1197.9759,750.1093,0,timing
50.9616,25.8529,0.361,0,2.1826,3308.9186,3457.2627,-6.8318,5.4502,-0.0463,0.0273,-0.3555,692.9716,1009.1148,-2.6426,2.5808,0.0377,0.0466,-0.9476,407.104,359.1857,0,timing
58.7711,43.8199,0.102,0.2641,0.2186,3963.4188,3309.0149,4.5189,-8.1391,0.0035,0.0757,0.0225,-415.0592,224.4094,16.3793,7.7841,0.1909,-0.3063,0.032,-1141.862,4.932,0,cost
72.4502,81.1869,0.2497,0.6434,0.5037,11746.2854,5557.9598,-9.4188,-14.3298,0.0846,-0.1125,0.0518,1205.3468,1450.1172,20.6962,39.2861,0.079,0.191,-0.1316,-4092.613,2072.5899,0,resource
39.1024,79.2273,0.6919,2.8468,1.0128,4400.9882,3968.8558,-1.8423,11.8822,-0.1061,-0.3403,-0.0029,714.1944,-919.8878,-9.0057,7.7578,0.2851,1.2916,-0.1341,229.7938,230.0031,0,timing
13.5246,40.5902,0.5519,0.5475,3.2988,3321.515,8007.3823,-0.9687,7.489,-0.1471,0.1318,-0.6957,-526.7855,395.1548,5.1401,15.9469,-0.2023,0.2223,-0.2312,726.632,1492.4835,1,pod_crash
17.6762,27.3756,0.3557,4.752,0,920.8443,632.0947,4.8949,-0.2726,-0.1012,-0.8273,-0.0343,228.2066,125.5378,4.7846,-12.6139,-0.0405,0.9798,-0.0133,-123.4455,-100.4837,0,network
15.755,23.8822,0.0156,0.1016,0,3571.809,4807.9439,0.0225,0.0035,-0.0197,0.0034,-0.0339,-0.0089,0.0077,0.014,0.0362,0.0024,-0.0006,-0.0165,0.0026,0.039,0,normal
25.2576,36.4059,0.0324,0.4329,0.3794,4431.5901,2368.4779,-1.6969,-9.2046,0.0243,0.0908,0.1344,-354.5987,-139.2392,-7.3411,-5.0723,0.0695,-0.0959,0.0111,-2102.377,-484.0455,0,cost
54.6191,44.842,0.0742,0.6166,0.1682,2858.7969,3607.0501,8.059,12.2726,0.03,-0.0057,-0.1898,266.7504,-583.9519,-26.3033,-15.6892,0.069,0.2946,0.1464,-143.6335,-377.0803,0,cost
100.085,83.8899,0.1594,2.3467,0.0534,3760.8312,6851.6209,23.0632,0.931,0.0745,-0.3883,-0.013,-651.398,-551.0198,33.7062,5.6048,0.0473,1.0054,-0.0419,1288.3597,194.9209,0,resource
82.6142,74.7954,0.2129,1.2733,0.5051,2201.5694,3985.868,3.4643,-6.8915,0.0383,-0.031,-0.0065,-310.3167,1071.4446,32.7794,28.9327,-0.0945,0.5926,-0.1479,452.7187,-328.5842,0,resource
21.7702,29.8474,0.6079,0.5834,1.9959,4790.7898,5792.7505,-6.0723,5.855,0.1445,0.1032,0.107,-117.1172,902.9003,-2.9359,11.3798,-0.0261,0.281,0.8162,2019.0015,2077.0578,0,pod_crash
31.6198,34.2941,0.3873,0.3681,0.4513,3922.7067,5898.9183,-6.4003,9.7434,-0.1103,-0.0932,0.1179,157.1603,1316.1885,3.9809,-9.1696,0.1199,0.0785,-0.1377,459.9683,-2745.1735,0,pod_crash
8.6321,24.687,0.3122,0.5486,1.5071,3837.0309,4822.4851,-1.5905,5.8107,0.0204,0.1259,-0.1901,-180.9735,-1014.4219,0.9146,-8.1116,0.02,-0.0676,-0.7198,-453.5774,-1270.9032,1,pod_crash
17.9081,13.2376,0.3578,2.9336,0.3974,450.0872,700.078,2.0187,3.4936,0.0115,0.295,-0.135,-89.2605,-148.2889,0.7487,-4.7109,0.1681,0.0373,-0.0017,28.8493,300.1345,0,network
20.4098,17.7939,0.0257,0.06,0,3092.1989,3120.8104,0.0053,0.0002,0.003,0.0064,-0.0161,-0.0236,0.0116,0.0558,0.0127,-0.0338,0.0429,0.0172,-0.0169,0.0732,0,normal
75.1908,79.3157,0.2215,0.8578,0.925,8243.6252,6044.0807,-9.9732,4.6572,-0.0029,0.0925,-0.008,292.0222,828.2263,4.6147,22.0026,-0.152,0.0755,-0.1849,-2802.0718,-2378.5563,0,resource
48.2967,40.938,0.1467,0.6632,0.0062,2033.7393,1837.7281,5.6849,8.4095,0.0377,-0.0582,-0.0093,385.6617,-231.3547,-23.9121,-9.5723,-0.0199,-0.1345,0.1218,458.6893,70.8999,0,cost
12.5696,23.4614,0.2078,2.7873,0.3738,445.2502,1128.3496,1.4097,-0.004,0.0171,0.8398,0.1479,-26.5745,187.7522,-2.3489,1.3362,0.152,0.1089,0.1281,-5.0294,476.8812,1,network
57.732,31.882,0.1047,0.0268,0,2404.2464,1400.9938,6.0574,8.2223,-0.0862,0.0442,0.0177,532.086,-51.3533,7.7763,-14.1761,-0.045,0.1194,0.1467,541.158,103.2877,0,cost
9.7028,22.8783,0.0339,0.0646,0,3946.8842,4548.485,0.0012,0.0168,-0.0084,0.0075,-0.0034,-0.0083,0.0131,-0.0118,0.0191,-0.0071,0.0199,-0.0003,-0.0113,-0.0035,0,normal
74.3341,76.7085,0.1311,0.9697,0.2295,7985.9031,8893.9888,1.8874,-15.8108,0.051,-0.2999,0.0137,209.2802,-1819.7555,29.3677,3.8479,0.0254,-0.1641,0.1097,-2272.781,-4011.4619,0,resource
25.5316,28.9169,0.3812,0,0.3346,579.1425,486.4285,-4.5675,0.4982,0.0185,-0.0083,-0.0191,137.5107,-51.63,-4.3238,0.2244,0.0834,0.0183,-0.0213,182.2515,-162.9575,1,network
94.663,84.0405,0.2797,0.7623,0.7038,6043.2377,1233.8773,-8.8668,-16.3859,0.0498,-0.3264,-0.2029,-502.9277,264.8788,0.5214,33.276,0.1786,-0.3194,0.0766,-2575.9583,74.6755,0,resource
15.714,21.6993,0.0297,0.0791,0,4428.1708,5042.2019,0.0012,-0.0032,-0.0012,-0.0457,-0.0206,0.0065,-0.0172,-0.0241,0.0542,-0.0373,0.005,0.0274,0.0335,-0.0176,0,normal
86.0292,74.2598,0.1349,1.8986,0.237,7308.1888,5881.6145,-21.4154,-8.9828,0.1222,-0.195,-0.1163,-739.8004,-1486.3007,-2.5068,33.8355,0.1111,0.5626,-0.0094,1662.7878,889.5968,0,resource
30.3898,48.8411,0.8547,2.1257,1.4473,5300.8537,4207.7537,-7.8359,12.426,-0.1285,-0.5966,0.0986,-1099.9545,-624.756,14.4154,18.7626,-0.3988,-0.2735,0.6445,1806.7043,1513.8035,0,timing
10.808,44.247,0.4286,0.5772,1.9445,4773.8658,5714.074,2.6603,-5.7003,-0.1221,-0.1942,-0.4473,278.8422,-770.731,3.4803,10.752,0.0384,-0.3498,0.5628,-2316.5389,-2060.9238,0,pod_crash
43.0574,54.8545,0.6046,1.8545,2.0183,4802.8137,5252.7364,5.3815,5.6824,0.0231,-0.6138,0.0477,763.7381,-391.4601,-2.3307,-12.384,-0.3757,-0.1475,0.5586,-78.4185,983.4775,0,timing
39.8724,76.1307,0.7794,1.9459,0.8059,2087.3554,2685.9697,8.4934,-18.4639,0.1027,-0.1616,0.0007,243.5956,426.5199,-17.4051,25.2792,0.2573,-0.3478,0.2317,-292.9198,-638.1401,0,timing
25.7464,23.6922,0.3906,4.4854,0,389.9344,257.2542,-6.5054,-4.9205,0.0859,0.6713,0.029,-46.5733,48.7179,-4.0621,1.8279,-0.0951,-0.0018,0.0202,164.3316,-23.7557,0,network
54.242,51.82,0.1478,0.4521,0.1714,1997.292,3718.4429,11.9481,-2.3565,-0.0107,-0.0012,0.0412,-144.0575,639.6123,9.7082,-14.2391,0.1666,-0.1627,-0.0454,-358.3225,-1283.5008,0,cost
39.6338,43.6624,0.107,0.2783,0.035,2338.4844,2892.0547,-7.0591,-7.6905,0.0395,-0.0786,-0.0194,-90.3447,703.3789,-0.3183,-12.8102,0.1049,0.214,0.0051,926.6464,1424.1394,0,cost
41.1822,34.5623,0.1289,0.2,0,2560.6944,3157.6234,-0.3384,8.2408,0.0515,-0.0263,-0.002,477.9365,831.4698,-5.4955,6.4796,0.0579,-0.0533,0.1774,539.905,-726.2789,0,cost
23.6655,33.7279,0.6075,0.7813,3.367,4877.8111,5045.8027,4.5919,-6.5489,-0.0904,-0.0811,0.1094,792.2391,-289.0558,-0.514,14.7471,0.1911,0.0962,1.491,-222.3871,261.9491,0,pod_crash
30.5288,27.6366,0.4173,0.2308,2.5806,3768.9926,8862.9482,-5.7901,-3.0961,0.037,0.0602,0.6181,377.1675,-838.6094,6.6402,12.2511,-0.1706,-0.061,-0.412,-1433.1199,-3548.6403,1,pod_crash
95.6646,86.3671,0.0776,0.3485,0.759,3644.7867,5731.4442,-18.4224,22.7693,-0.0648,0.0122,-0.1339,967.6886,-16.3117,-40.8465,-40.2593,0.0271,0.0168,0.2874,-1548.094,-1003.4154,0,resource
11.1491,34.8879,0.4042,4.2033,0.5502,0,944.7616,-2.9147,-6.3556,0.0791,0.157,0.1177,0.0051,-274.4179,1.8905,4.2528,0.2285,1.0746,0.1426,0.0552,445.0144,0,network
25.2688,41.6447,0.1212,0.5728,0.1088,2429.7193,1564.3925,-5.2673,-0.7778,-0.0516,-0.2562,0.0779,-269.3117,-76.2978,9.8732,3.4962,-0.0105,0.2646,-0.0302,-356.8376,160.9568,0,cost
26.9175,45.9438,0.4693,0.4424,1.0928,6599.2848,1928.3255,0.0493,-8.5081,-0.0711,0.042,0.2744,-279.8485,-487.3211,-6.6557,3.8288,0.1137,0.1011,0.1698,2836.7193,-538.4251,0,pod_crash
22.0386,43.9815,0.761,1.3034,1.2591,3251.4034,4529.5897,-0.4753,0.7766,0.2274,0.3331,0.0544,-217.5598,787.2361,-3.893,13.0179,-0.3131,0.6658,-0.2504,966.2158,488.1621,0,timing
32.6158,43.7989,0.1357,0.9942,0.2421,3533.6827,3814.5058,9.4579,-6.5249,-0.0271,0.2844,0.0753,-128.6476,103.175,15.6792,-5.3051,-0.1163,0.3282,-0.0878,-1677.9006,476.0335,0,cost
42.0863,29.4278,0.1648,0.1333,0.1544,3782.5047,3218.4674,11.5107,-5.8929,-0.0062,0.0613,0.0738,-545.9766,7.6619,18.1932,-1.6566,-0.1095,0.0424,0.0852,-712.1985,103.5061,0,cost
26.2333,45.8187,0.4092,2.8018,1.507,4384.7612,5021.7646,-6.286,9.8995,-0.0088,0.7808,-0.0455,1277.6487,-138.6583,9.9267,-9.7795,0.031,-0.7643,0.269,793.5342,1853.9588,0,timing
45.9517,65.7299,0.3333,0.8255,0.3619,2857.7996,5437.0657,-6.0308,11.1659,-0.0337,-0.2486,-0.0547,-820.5817,589.3586,10.4012,-15.7446,-0.0139,-0.2027,-0.1417,1019.9343,-2358.5957,0,timing
6.7529,21.8182,0.737,0.5609,1.6915,2094.8454,8163.9026,0.6794,-1.2644,0.0696,0.0157,-0.3657,171.2021,564.9693,-3.1393,7.8161,-0.015,-0.1698,-0.7599,-773.9329,-569.925,1,pod_crash
40.7881,42.4704,0.1427,0.2748,0.092,2544.0876,3411.2206,-8.8994,-11.7415,-0.009,0.0886,-0.0193,-128.5108,218.4927,10.9913,18.0925,-0.096,0.1183,-0.1468,212.6277,-1009.4187,0,cost
24.7918,23.8211,0.6233,0.5996,2.2614,5759.9193,5942.4141,-5.6991,-0.4751,0.0733,0.0859,0.7,1209.606,926.6406,9.3638,9.1101,-0.2115,0.1023,-0.044,1390.1735,-2765.0214,0,pod_crash
21.5665,25.6779,0.3643,3.987,0.3268,606.2585,342.8249,5.4614,1.1517,0.0406,0.5652,-0.1441,-157.3298,40.5349,-5.0702,11.5882,0.1098,-0.3172,-0.0248,-101.7439,-130.395,1,network
40.4659,63.4186,0.5953,1.3834,0.9516,4087.577,4999.62,-5.8429,-18.3459,0.0379,0.0169,0.1029,-798.8543,1211.535,9.3007,28.9086,-0.2587,0.6773,0.1474,-140.8076,-2196.3838,0,timing
28.8377,23.4261,0.4655,2.778,0.7291,194.6591,397.8558,3.065,-2.5645,0.1181,-0.5662,-0.0676,-51.1938,-57.301,-4.0443,5.8527,0.141,0.2426,-0.4027,-27.3949,-156.966,1,network
71.0964,84.3492,0.2468,1.3808,0.4968,6430.3404,7639.9483,13.1961,-15.9742,0.0274,0.3408,0.0031,-1459.8851,-1342.9695,-0.4535,-7.8276,0.1712,0.0914,-0.2528,1975.3487,-3133.3691,0,resource
15.3949,20.9675,0.0135,0.0971,0,4451.6564,3018.8029,0.0076,-0.0034,-0.0028,-0.0015,0.0226,-0.0037,0.0213,0.0215,0.0228,0.0349,0.0157,0.0076,0.0141,-0.017,0,normal
35.3965,24.0527,0.1711,0.4624,0.0931,2982.4768,3254.9812,-0.3571,4.8707,0.0419,-0.1416,-0.0462,-544.567,19.0592,-14.7431,7.6566,0.2043,-0.0546,-0.0425,778.6509,-86.3909,0,cost
14.4994,30.8199,0.2349,0.259,0.6508,7613.852,6784.4513,-0.8164,8.3593,-0.0395,-0.0456,0.0362,2194.1774,-961.9707,-6.2167,-0.9897,0.0451,-0.0021,0.343,-462.505,2829.9815,0,pod_crash
13.4654,19.3011,0.3175,1.9741,0,611.8161,146.461,-4.0473,0.1763,-0.0593,-0.0764,0.0413,-68.898,19.6992,4.5297,3.9108,-0.1553,0.83,0.0468,116.877,-2.5575,0,network
54.5493,32.5104,0.1407,0.3755,0.2331,2391.8442,4048.0559,1.9658,6.4206,0.0516,0.1819,-0.0212,-191.7942,-339.0931,2.5149,-3.2602,0.0167,-0.0425,0.0531,-878.4618,946.4319,0,cost
46.6934,34.5258,0.1043,0.6875,0.1801,1668.6034,3979.5593,-0.3511,10.1433,-0.0302,-0.0869,0.0503,-275.562,210.5741,18.2979,6.209,-0.1057,-0.2852,0.0522,-758.029,-131.1755,0,cost
49.4203,44.2593,0.4756,1.9058,1.011,5098.0102,3759.7881,-10.0687,6.0517,0.0328,0.3356,-0.32,-1089.742,505.5815,4.3704,19.5966,0.1563,-0.2596,0.3071,-190.1377,-1572.9578,0,timing
71.4383,82.7899,0.1996,1.6255,0.9283,9411.3042,9039.1507,-2.6704,8.3252,-0.041,-0.2988,-0.0888,1616.6098,116.4375,-1.3263,-34.6571,-0.0143,-0.4462,-0.4105,1502.9377,-3221.7624,0,resource
82.4791,94.9292,0.2348,1.5222,0.5866,9761.2656,10277.3854,15.674,19.0325,0.0475,0.0204,0.1165,438.6552,-3048.4331,34.5906,35.5127,-0.155,0.4066,-0.409,820.1075,1651.3438,0,resource
36.9348,41.8285,0.3725,0.4846,3.1043,4035.2921,4149.2532,0.7303,-6.2666,-0.1397,0.1695,-0.3254,163.1632,242.407,3.0195,3.6284,0.2015,-0.0709,-1.3762,-478.601,-276.9849,0,pod_crash
13.5948,29.5609,0.37,4.5627,0.0713,102.9171,118.844,-1.7669,-2.9595,0.0413,0.866,0.0749,29.9348,-4.7272,-1.4981,5.9458,0.0763,0.0448,0.0873,-9.584,-38.4542,1,network
42.2817,51.7344,0.5933,0.4452,0.2121,4650.9216,3408.2142,4.6824,-9.4312,-0.0927,-0.1103,0.0394,-429.9394,-694.5973,0.6538,22.4815,-0.3748,0.0284,-0.0436,-751.4838,-150.7644,1,pod_crash
78.0979,72.7947,0.115,0.4772,0.4288,4969.4402,3749.481,1.7229,20.7384,-0.0251,0.0194,-0.0577,-951.8724,952.5407,-10.8147,27.0381,-0.0078,-0.1554,0.1596,-627.6927,555.391,0,resource
64.3371,85.2805,0.2031,1.561,0.4917,3799.406,5249.8572,5.5753,-20.6537,-0.0249,-0.118,0.0885,-539.5036,-682.6206,-31.08,-19.5308,0.0088,0.4278,0.1924,1431.0368,-2262.4368,0,resource
83.9872,76.8578,0.2565,2.0127,0.7686,5205.3062,4045.0177,-9.3996,-1.1182,-0.0805,-0.2868,0.0671,-605.139,474.5004,34.9155,-20.653,-0.0739,-0.1985,0.3543,139.4366,1471.2655,0,resource
15.3511,41.7834,0.4788,1.955,0.0913,472.4691,368.6193,-3.3138,-7.2555,0.0803,-0.1121,0.0359,135.2863,-16.791,7.6413,-2.2337,-0.1705,-0.5683,0.0409,232.4758,145.0497,1,network
50.4438,49.3313,0.7748,1.5413,1.8886,1538.0577,2141.3976,15.0266,11.9359,0.2423,-0.0599,-0.4835,217.2523,622.4261,11.6169,12.4542,-0.3442,-0.5398,0.8215,-623.9125,-759.2367,0,timing
20.6512,17.2963,0.0202,0.1403,0,3696.041,4075.8851,0.0049,0.0025,0.0306,-0.0226,-0.015,0.0306,0.0094,-0.0343,0.0063,0.0517,-0.0058,-0.0131,0.0123,-0.005,0,normal
81.9974,80.2055,0.2566,0.6027,0.4964,8109.1713,5404.008,20.4536,3.2869,0.0499,0.1148,-0.1041,-1084.7436,-748.3252,21.5276,26.8788,0.2069,0.063,0.0235,-2619.1152,227.7435,0,resource
10.8044,17.6588,0.6981,0.5106,0.4927,8237.057,7864.9527,-3.1883,-2.2026,-0.1386,-0.005,-0.0655,1007.306,988.5214,5.474,3.5446,0.1716,-0.0536,0.0289,-525.7692,-2059.248,0,pod_crash
